Objective,Name,Country,Longitude,Latitude,Elevation,Year,N_plots,Species,Structure,Age,Data,Organisation,Website,Responsible,Mail,References
Examine the dynamics of plenter forests across a range of species and sites. Examine how the dynamics of even-aged forests change as they are converted into plenter forests.,Plenter forest,Switzerland,7.21362,46.48085,1335,1918 to 1998,38,Abies alba; Fagus sylvatica; Larix decidua; Picea abies; Pinus cembra,even-aged and uneven-aged (39 to > 200 years old),NA,dbh; tree coordinates; height; crown height; crown radius; dominance/social status; diameter at 7 m,"<a href='https://www.wsl.ch/en/about-wsl/instrumented-field-sites-and-laboratories/experimental-sites-in-forests/growth-and-yield.html' target='_blank'>Swiss Federal Institute for Forest, Snow and Landscape Research WSL</a>",https://www.wsl.ch/en/about-wsl/instrumented-field-sites-and-laboratories/experimental-sites-in-forests/growth-and-yield.html,David Forrester,david.forrester@wsl.ch,"Forrester, D.I., Nitzsche, J., Schmid, H., 2018. The Experimental Forest Management project: An overview and methodology of the long?term growth and yield plot network. Swiss Federal Institute of Forest, Snow and Landscape Research WSL. 73 p."
Examine the dynamics of plenter forests across a range of species and sites. Examine how the dynamics of even-aged forests change as they are converted into plenter forests.,Plenter forest,Switzerland,7.726974,46.80437,1335,1919 to 1998,38,Abies alba; Fagus sylvatica; Larix decidua; Picea abies; Pinus cembra,even-aged and uneven-aged (39 to > 200 years old),NA,dbh; tree coordinates; height; crown height; crown radius; dominance/social status; diameter at 7 m,"<a href='https://www.wsl.ch/en/about-wsl/instrumented-field-sites-and-laboratories/experimental-sites-in-forests/growth-and-yield.html' target='_blank'>Swiss Federal Institute for Forest, Snow and Landscape Research WSL</a>",https://www.wsl.ch/en/about-wsl/instrumented-field-sites-and-laboratories/experimental-sites-in-forests/growth-and-yield.html,David Forrester,david.forrester@wsl.ch,"Forrester, D.I., Nitzsche, J., Schmid, H., 2018. The Experimental Forest Management project: An overview and methodology of the long?term growth and yield plot network. Swiss Federal Institute of Forest, Snow and Landscape Research WSL. 73 p."
Examine the dynamics of plenter forests across a range of species and sites. Examine how the dynamics of even-aged forests change as they are converted into plenter forests.,Plenter forest,Switzerland,8.698618,47.15467,1335,1920 to 1998,38,Abies alba; Fagus sylvatica; Larix decidua; Picea abies; Pinus cembra,even-aged and uneven-aged (39 to > 200 years old),NA,dbh; tree coordinates; height; crown height; crown radius; dominance/social status; diameter at 7 m,"<a href='https://www.wsl.ch/en/about-wsl/instrumented-field-sites-and-laboratories/experimental-sites-in-forests/growth-and-yield.html' target='_blank'>Swiss Federal Institute for Forest, Snow and Landscape Research WSL</a>",https://www.wsl.ch/en/about-wsl/instrumented-field-sites-and-laboratories/experimental-sites-in-forests/growth-and-yield.html,David Forrester,david.forrester@wsl.ch,"Forrester, D.I., Nitzsche, J., Schmid, H., 2018. The Experimental Forest Management project: An overview and methodology of the long?term growth and yield plot network. Swiss Federal Institute of Forest, Snow and Landscape Research WSL. 73 p."
Examine the dynamics of plenter forests across a range of species and sites. Examine how the dynamics of even-aged forests change as they are converted into plenter forests.,Plenter forest,Switzerland,8.69491,47.15404,1335,1921 to 1998,38,Abies alba; Fagus sylvatica; Larix decidua; Picea abies; Pinus cembra,even-aged and uneven-aged (39 to > 200 years old),NA,dbh; tree coordinates; height; crown height; crown radius; dominance/social status; diameter at 7 m,"<a href='https://www.wsl.ch/en/about-wsl/instrumented-field-sites-and-laboratories/experimental-sites-in-forests/growth-and-yield.html' target='_blank'>Swiss Federal Institute for Forest, Snow and Landscape Research WSL</a>",https://www.wsl.ch/en/about-wsl/instrumented-field-sites-and-laboratories/experimental-sites-in-forests/growth-and-yield.html,David Forrester,david.forrester@wsl.ch,"Forrester, D.I., Nitzsche, J., Schmid, H., 2018. The Experimental Forest Management project: An overview and methodology of the long?term growth and yield plot network. Swiss Federal Institute of Forest, Snow and Landscape Research WSL. 73 p."
Examine the dynamics of plenter forests across a range of species and sites. Examine how the dynamics of even-aged forests change as they are converted into plenter forests.,Plenter forest,Switzerland,8.696661,47.15559,1335,1922 to 1998,38,Abies alba; Fagus sylvatica; Larix decidua; Picea abies; Pinus cembra,even-aged and uneven-aged (39 to > 200 years old),NA,dbh; tree coordinates; height; crown height; crown radius; dominance/social status; diameter at 7 m,"<a href='https://www.wsl.ch/en/about-wsl/instrumented-field-sites-and-laboratories/experimental-sites-in-forests/growth-and-yield.html' target='_blank'>Swiss Federal Institute for Forest, Snow and Landscape Research WSL</a>",https://www.wsl.ch/en/about-wsl/instrumented-field-sites-and-laboratories/experimental-sites-in-forests/growth-and-yield.html,David Forrester,david.forrester@wsl.ch,"Forrester, D.I., Nitzsche, J., Schmid, H., 2018. The Experimental Forest Management project: An overview and methodology of the long?term growth and yield plot network. Swiss Federal Institute of Forest, Snow and Landscape Research WSL. 73 p."
Examine the dynamics of plenter forests across a range of species and sites. Examine how the dynamics of even-aged forests change as they are converted into plenter forests.,Plenter forest,Switzerland,7.762156,46.83828,1335,1923 to 1998,38,Abies alba; Fagus sylvatica; Larix decidua; Picea abies; Pinus cembra,even-aged and uneven-aged (39 to > 200 years old),NA,dbh; tree coordinates; height; crown height; crown radius; dominance/social status; diameter at 7 m,"<a href='https://www.wsl.ch/en/about-wsl/instrumented-field-sites-and-laboratories/experimental-sites-in-forests/growth-and-yield.html' target='_blank'>Swiss Federal Institute for Forest, Snow and Landscape Research WSL</a>",https://www.wsl.ch/en/about-wsl/instrumented-field-sites-and-laboratories/experimental-sites-in-forests/growth-and-yield.html,David Forrester,david.forrester@wsl.ch,"Forrester, D.I., Nitzsche, J., Schmid, H., 2018. The Experimental Forest Management project: An overview and methodology of the long?term growth and yield plot network. Swiss Federal Institute of Forest, Snow and Landscape Research WSL. 73 p."
Examine the dynamics of plenter forests across a range of species and sites. Examine how the dynamics of even-aged forests change as they are converted into plenter forests.,Plenter forest,Switzerland,7.762156,46.83828,1335,1924 to 1998,38,Abies alba; Fagus sylvatica; Larix decidua; Picea abies; Pinus cembra,even-aged and uneven-aged (39 to > 200 years old),NA,dbh; tree coordinates; height; crown height; crown radius; dominance/social status; diameter at 7 m,"<a href='https://www.wsl.ch/en/about-wsl/instrumented-field-sites-and-laboratories/experimental-sites-in-forests/growth-and-yield.html' target='_blank'>Swiss Federal Institute for Forest, Snow and Landscape Research WSL</a>",https://www.wsl.ch/en/about-wsl/instrumented-field-sites-and-laboratories/experimental-sites-in-forests/growth-and-yield.html,David Forrester,david.forrester@wsl.ch,"Forrester, D.I., Nitzsche, J., Schmid, H., 2018. The Experimental Forest Management project: An overview and methodology of the long?term growth and yield plot network. Swiss Federal Institute of Forest, Snow and Landscape Research WSL. 73 p."
Examine the dynamics of plenter forests across a range of species and sites. Examine how the dynamics of even-aged forests change as they are converted into plenter forests.,Plenter forest,Switzerland,7.762156,46.83828,1335,1925 to 1998,38,Abies alba; Fagus sylvatica; Larix decidua; Picea abies; Pinus cembra,even-aged and uneven-aged (39 to > 200 years old),NA,dbh; tree coordinates; height; crown height; crown radius; dominance/social status; diameter at 7 m,"<a href='https://www.wsl.ch/en/about-wsl/instrumented-field-sites-and-laboratories/experimental-sites-in-forests/growth-and-yield.html' target='_blank'>Swiss Federal Institute for Forest, Snow and Landscape Research WSL</a>",https://www.wsl.ch/en/about-wsl/instrumented-field-sites-and-laboratories/experimental-sites-in-forests/growth-and-yield.html,David Forrester,david.forrester@wsl.ch,"Forrester, D.I., Nitzsche, J., Schmid, H., 2018. The Experimental Forest Management project: An overview and methodology of the long?term growth and yield plot network. Swiss Federal Institute of Forest, Snow and Landscape Research WSL. 73 p."
Examine the dynamics of plenter forests across a range of species and sites. Examine how the dynamics of even-aged forests change as they are converted into plenter forests.,Plenter forest,Switzerland,7.762156,46.83828,1335,1926 to 1998,38,Abies alba; Fagus sylvatica; Larix decidua; Picea abies; Pinus cembra,even-aged and uneven-aged (39 to > 200 years old),NA,dbh; tree coordinates; height; crown height; crown radius; dominance/social status; diameter at 7 m,"<a href='https://www.wsl.ch/en/about-wsl/instrumented-field-sites-and-laboratories/experimental-sites-in-forests/growth-and-yield.html' target='_blank'>Swiss Federal Institute for Forest, Snow and Landscape Research WSL</a>",https://www.wsl.ch/en/about-wsl/instrumented-field-sites-and-laboratories/experimental-sites-in-forests/growth-and-yield.html,David Forrester,david.forrester@wsl.ch,"Forrester, D.I., Nitzsche, J., Schmid, H., 2018. The Experimental Forest Management project: An overview and methodology of the long?term growth and yield plot network. Swiss Federal Institute of Forest, Snow and Landscape Research WSL. 73 p."
Examine the dynamics of plenter forests across a range of species and sites. Examine how the dynamics of even-aged forests change as they are converted into plenter forests.,Plenter forest,Switzerland,7.752639,46.73476,1335,1927 to 1998,38,Abies alba; Fagus sylvatica; Larix decidua; Picea abies; Pinus cembra,even-aged and uneven-aged (39 to > 200 years old),NA,dbh; tree coordinates; height; crown height; crown radius; dominance/social status; diameter at 7 m,"<a href='https://www.wsl.ch/en/about-wsl/instrumented-field-sites-and-laboratories/experimental-sites-in-forests/growth-and-yield.html' target='_blank'>Swiss Federal Institute for Forest, Snow and Landscape Research WSL</a>",https://www.wsl.ch/en/about-wsl/instrumented-field-sites-and-laboratories/experimental-sites-in-forests/growth-and-yield.html,David Forrester,david.forrester@wsl.ch,"Forrester, D.I., Nitzsche, J., Schmid, H., 2018. The Experimental Forest Management project: An overview and methodology of the long?term growth and yield plot network. Swiss Federal Institute of Forest, Snow and Landscape Research WSL. 73 p."
Examine the dynamics of plenter forests across a range of species and sites. Examine how the dynamics of even-aged forests change as they are converted into plenter forests.,Plenter forest,Switzerland,7.754275,46.73476,1335,1928 to 1998,38,Abies alba; Fagus sylvatica; Larix decidua; Picea abies; Pinus cembra,even-aged and uneven-aged (39 to > 200 years old),NA,dbh; tree coordinates; height; crown height; crown radius; dominance/social status; diameter at 7 m,"<a href='https://www.wsl.ch/en/about-wsl/instrumented-field-sites-and-laboratories/experimental-sites-in-forests/growth-and-yield.html' target='_blank'>Swiss Federal Institute for Forest, Snow and Landscape Research WSL</a>",https://www.wsl.ch/en/about-wsl/instrumented-field-sites-and-laboratories/experimental-sites-in-forests/growth-and-yield.html,David Forrester,david.forrester@wsl.ch,"Forrester, D.I., Nitzsche, J., Schmid, H., 2018. The Experimental Forest Management project: An overview and methodology of the long?term growth and yield plot network. Swiss Federal Institute of Forest, Snow and Landscape Research WSL. 73 p."
"The effects of thinning, including thinning intense enough to prevent crowns from touching, in Larix decidua dominated stands on a range of sites.",Larch forests,Switzerland,9.713846,46.69937,1185,1921 to 1930,1,Larix decidua; Picea abies; Fagus sylvatica,even-aged and uneven-aged (126 to > 200 years old),NA,dbh; tree coordinates; height; crown height; crown radius; dominance/social status; diameter at 7 m,"<a href='https://www.wsl.ch/en/about-wsl/instrumented-field-sites-and-laboratories/experimental-sites-in-forests/growth-and-yield.html' target='_blank'>Swiss Federal Institute for Forest, Snow and Landscape Research WSL</a>",https://www.wsl.ch/en/about-wsl/instrumented-field-sites-and-laboratories/experimental-sites-in-forests/growth-and-yield.html,David Forrester,david.forrester@wsl.ch,"Forrester, D.I., Nitzsche, J., Schmid, H., 2018. The Experimental Forest Management project: An overview and methodology of the long?term growth and yield plot network. Swiss Federal Institute of Forest, Snow and Landscape Research WSL. 73 p."
"The effects of thinning, including thinning intense enough to prevent crowns from touching, in Larix decidua dominated stands on a range of sites.",Larch forests,Switzerland,9.714961,46.69791,1185,1921 to 1930,1,Larix decidua; Picea abies; Fagus sylvatica,even-aged and uneven-aged (126 to > 200 years old),NA,dbh; tree coordinates; height; crown height; crown radius; dominance/social status; diameter at 7 m,"<a href='https://www.wsl.ch/en/about-wsl/instrumented-field-sites-and-laboratories/experimental-sites-in-forests/growth-and-yield.html' target='_blank'>Swiss Federal Institute for Forest, Snow and Landscape Research WSL</a>",https://www.wsl.ch/en/about-wsl/instrumented-field-sites-and-laboratories/experimental-sites-in-forests/growth-and-yield.html,David Forrester,david.forrester@wsl.ch,"Forrester, D.I., Nitzsche, J., Schmid, H., 2018. The Experimental Forest Management project: An overview and methodology of the long?term growth and yield plot network. Swiss Federal Institute of Forest, Snow and Landscape Research WSL. 73 p."
"The effects of thinning, including thinning intense enough to prevent crowns from touching, in Larix decidua dominated stands on a range of sites.",Larch forests,Switzerland,9.786523,46.4397,1185,1921 to 1930,1,Larix decidua; Picea abies; Fagus sylvatica,even-aged and uneven-aged (126 to > 200 years old),NA,dbh; tree coordinates; height; crown height; crown radius; dominance/social status; diameter at 7 m,"<a href='https://www.wsl.ch/en/about-wsl/instrumented-field-sites-and-laboratories/experimental-sites-in-forests/growth-and-yield.html' target='_blank'>Swiss Federal Institute for Forest, Snow and Landscape Research WSL</a>",https://www.wsl.ch/en/about-wsl/instrumented-field-sites-and-laboratories/experimental-sites-in-forests/growth-and-yield.html,David Forrester,david.forrester@wsl.ch,"Forrester, D.I., Nitzsche, J., Schmid, H., 2018. The Experimental Forest Management project: An overview and methodology of the long?term growth and yield plot network. Swiss Federal Institute of Forest, Snow and Landscape Research WSL. 73 p."
"The effects of thinning, including thinning intense enough to prevent crowns from touching, in Larix decidua dominated stands on a range of sites.",Larch forests,Switzerland,10.1716,46.7723,1185,1921 to 1930,1,Larix decidua; Picea abies; Fagus sylvatica,even-aged and uneven-aged (126 to > 200 years old),NA,dbh; tree coordinates; height; crown height; crown radius; dominance/social status; diameter at 7 m,"<a href='https://www.wsl.ch/en/about-wsl/instrumented-field-sites-and-laboratories/experimental-sites-in-forests/growth-and-yield.html' target='_blank'>Swiss Federal Institute for Forest, Snow and Landscape Research WSL</a>",https://www.wsl.ch/en/about-wsl/instrumented-field-sites-and-laboratories/experimental-sites-in-forests/growth-and-yield.html,David Forrester,david.forrester@wsl.ch,"Forrester, D.I., Nitzsche, J., Schmid, H., 2018. The Experimental Forest Management project: An overview and methodology of the long?term growth and yield plot network. Swiss Federal Institute of Forest, Snow and Landscape Research WSL. 73 p."
"The effects of thinning, including thinning intense enough to prevent crowns from touching, in Larix decidua dominated stands on a range of sites.",Larch forests,Switzerland,10.171132,46.77339,1185,1921 to 1930,1,Larix decidua; Picea abies; Fagus sylvatica,even-aged and uneven-aged (126 to > 200 years old),NA,dbh; tree coordinates; height; crown height; crown radius; dominance/social status; diameter at 7 m,"<a href='https://www.wsl.ch/en/about-wsl/instrumented-field-sites-and-laboratories/experimental-sites-in-forests/growth-and-yield.html' target='_blank'>Swiss Federal Institute for Forest, Snow and Landscape Research WSL</a>",https://www.wsl.ch/en/about-wsl/instrumented-field-sites-and-laboratories/experimental-sites-in-forests/growth-and-yield.html,David Forrester,david.forrester@wsl.ch,"Forrester, D.I., Nitzsche, J., Schmid, H., 2018. The Experimental Forest Management project: An overview and methodology of the long?term growth and yield plot network. Swiss Federal Institute of Forest, Snow and Landscape Research WSL. 73 p."
"The effects of thinning, including thinning intense enough to prevent crowns from touching, in Larix decidua dominated stands on a range of sites.",Larch forests,Switzerland,10.172661,46.78029,1185,1921 to 1930,1,Larix decidua; Picea abies; Fagus sylvatica,even-aged and uneven-aged (126 to > 200 years old),NA,dbh; tree coordinates; height; crown height; crown radius; dominance/social status; diameter at 7 m,"<a href='https://www.wsl.ch/en/about-wsl/instrumented-field-sites-and-laboratories/experimental-sites-in-forests/growth-and-yield.html' target='_blank'>Swiss Federal Institute for Forest, Snow and Landscape Research WSL</a>",https://www.wsl.ch/en/about-wsl/instrumented-field-sites-and-laboratories/experimental-sites-in-forests/growth-and-yield.html,David Forrester,david.forrester@wsl.ch,"Forrester, D.I., Nitzsche, J., Schmid, H., 2018. The Experimental Forest Management project: An overview and methodology of the long?term growth and yield plot network. Swiss Federal Institute of Forest, Snow and Landscape Research WSL. 73 p."
"The effects of thinning, including thinning intense enough to prevent crowns from touching, in Larix decidua dominated stands on a range of sites.",Larch forests,Switzerland,9.520781,47.01783,1185,1921 to 1930,1,Larix decidua; Picea abies; Fagus sylvatica,even-aged and uneven-aged (126 to > 200 years old),NA,dbh; tree coordinates; height; crown height; crown radius; dominance/social status; diameter at 7 m,"<a href='https://www.wsl.ch/en/about-wsl/instrumented-field-sites-and-laboratories/experimental-sites-in-forests/growth-and-yield.html' target='_blank'>Swiss Federal Institute for Forest, Snow and Landscape Research WSL</a>",https://www.wsl.ch/en/about-wsl/instrumented-field-sites-and-laboratories/experimental-sites-in-forests/growth-and-yield.html,David Forrester,david.forrester@wsl.ch,"Forrester, D.I., Nitzsche, J., Schmid, H., 2018. The Experimental Forest Management project: An overview and methodology of the long?term growth and yield plot network. Swiss Federal Institute of Forest, Snow and Landscape Research WSL. 73 p."
"The effects of thinning, including thinning intense enough to prevent crowns from touching, in Larix decidua dominated stands on a range of sites.",Larch forests,Switzerland,9.581441,46.67215,1185,1921 to 1930,1,Larix decidua; Picea abies; Fagus sylvatica,even-aged and uneven-aged (126 to > 200 years old),NA,dbh; tree coordinates; height; crown height; crown radius; dominance/social status; diameter at 7 m,"<a href='https://www.wsl.ch/en/about-wsl/instrumented-field-sites-and-laboratories/experimental-sites-in-forests/growth-and-yield.html' target='_blank'>Swiss Federal Institute for Forest, Snow and Landscape Research WSL</a>",https://www.wsl.ch/en/about-wsl/instrumented-field-sites-and-laboratories/experimental-sites-in-forests/growth-and-yield.html,David Forrester,david.forrester@wsl.ch,"Forrester, D.I., Nitzsche, J., Schmid, H., 2018. The Experimental Forest Management project: An overview and methodology of the long?term growth and yield plot network. Swiss Federal Institute of Forest, Snow and Landscape Research WSL. 73 p."
"The effects of thinning, including thinning intense enough to prevent crowns from touching, in Larix decidua dominated stands on a range of sites.",Larch forests,Switzerland,7.140719,46.07542,1185,1921 to 1930,1,Larix decidua; Picea abies; Fagus sylvatica,even-aged and uneven-aged (126 to > 200 years old),NA,dbh; tree coordinates; height; crown height; crown radius; dominance/social status; diameter at 7 m,"<a href='https://www.wsl.ch/en/about-wsl/instrumented-field-sites-and-laboratories/experimental-sites-in-forests/growth-and-yield.html' target='_blank'>Swiss Federal Institute for Forest, Snow and Landscape Research WSL</a>",https://www.wsl.ch/en/about-wsl/instrumented-field-sites-and-laboratories/experimental-sites-in-forests/growth-and-yield.html,David Forrester,david.forrester@wsl.ch,"Forrester, D.I., Nitzsche, J., Schmid, H., 2018. The Experimental Forest Management project: An overview and methodology of the long?term growth and yield plot network. Swiss Federal Institute of Forest, Snow and Landscape Research WSL. 73 p."
Long-term growth dynamics of mountain forests,Miscellaneous,Switzerland,9.182557,46.74347,1250,1924 to 1946,9,Fagus sylvatica; Larix decidua; Larix kaempferi; Picea abies; Picea omorika; Pinus cembra; Pinus mugo; Pinus sylvestris; Pseudotsuga menziesii; Thuja plicata,even-aged and uneven-aged (126 to > 200 years old),NA,dbh; tree coordinates; height; crown height; crown radius; dominance/social status; diameter at 7 m,"<a href='https://www.wsl.ch/en/about-wsl/instrumented-field-sites-and-laboratories/experimental-sites-in-forests/growth-and-yield.html' target='_blank'>Swiss Federal Institute for Forest, Snow and Landscape Research WSL</a>",https://www.wsl.ch/en/about-wsl/instrumented-field-sites-and-laboratories/experimental-sites-in-forests/growth-and-yield.html,David Forrester,david.forrester@wsl.ch,"Forrester, D.I., Nitzsche, J., Schmid, H., 2018. The Experimental Forest Management project: An overview and methodology of the long?term growth and yield plot network. Swiss Federal Institute of Forest, Snow and Landscape Research WSL. 73 p."
Long-term growth dynamics of mountain forests,Miscellaneous,Switzerland,9.181403,46.7442,1250,1925 to 1946,9,Fagus sylvatica; Larix decidua; Larix kaempferi; Picea abies; Picea omorika; Pinus cembra; Pinus mugo; Pinus sylvestris; Pseudotsuga menziesii; Thuja plicata,even-aged and uneven-aged (126 to > 200 years old),NA,dbh; tree coordinates; height; crown height; crown radius; dominance/social status; diameter at 7 m,"<a href='https://www.wsl.ch/en/about-wsl/instrumented-field-sites-and-laboratories/experimental-sites-in-forests/growth-and-yield.html' target='_blank'>Swiss Federal Institute for Forest, Snow and Landscape Research WSL</a>",https://www.wsl.ch/en/about-wsl/instrumented-field-sites-and-laboratories/experimental-sites-in-forests/growth-and-yield.html,David Forrester,david.forrester@wsl.ch,"Forrester, D.I., Nitzsche, J., Schmid, H., 2018. The Experimental Forest Management project: An overview and methodology of the long?term growth and yield plot network. Swiss Federal Institute of Forest, Snow and Landscape Research WSL. 73 p."
Long-term growth dynamics of mountain forests,Miscellaneous,Switzerland,7.672496,46.86944,1250,1926 to 1946,9,Fagus sylvatica; Larix decidua; Larix kaempferi; Picea abies; Picea omorika; Pinus cembra; Pinus mugo; Pinus sylvestris; Pseudotsuga menziesii; Thuja plicata,even-aged and uneven-aged (126 to > 200 years old),NA,dbh; tree coordinates; height; crown height; crown radius; dominance/social status; diameter at 7 m,"<a href='https://www.wsl.ch/en/about-wsl/instrumented-field-sites-and-laboratories/experimental-sites-in-forests/growth-and-yield.html' target='_blank'>Swiss Federal Institute for Forest, Snow and Landscape Research WSL</a>",https://www.wsl.ch/en/about-wsl/instrumented-field-sites-and-laboratories/experimental-sites-in-forests/growth-and-yield.html,David Forrester,david.forrester@wsl.ch,"Forrester, D.I., Nitzsche, J., Schmid, H., 2018. The Experimental Forest Management project: An overview and methodology of the long?term growth and yield plot network. Swiss Federal Institute of Forest, Snow and Landscape Research WSL. 73 p."
Long-term growth dynamics of mountain forests,Miscellaneous,Switzerland,7.674726,46.86952,1250,1927 to 1946,9,Fagus sylvatica; Larix decidua; Larix kaempferi; Picea abies; Picea omorika; Pinus cembra; Pinus mugo; Pinus sylvestris; Pseudotsuga menziesii; Thuja plicata,even-aged and uneven-aged (126 to > 200 years old),NA,dbh; tree coordinates; height; crown height; crown radius; dominance/social status; diameter at 7 m,"<a href='https://www.wsl.ch/en/about-wsl/instrumented-field-sites-and-laboratories/experimental-sites-in-forests/growth-and-yield.html' target='_blank'>Swiss Federal Institute for Forest, Snow and Landscape Research WSL</a>",https://www.wsl.ch/en/about-wsl/instrumented-field-sites-and-laboratories/experimental-sites-in-forests/growth-and-yield.html,David Forrester,david.forrester@wsl.ch,"Forrester, D.I., Nitzsche, J., Schmid, H., 2018. The Experimental Forest Management project: An overview and methodology of the long?term growth and yield plot network. Swiss Federal Institute of Forest, Snow and Landscape Research WSL. 73 p."
Long-term growth dynamics of mountain forests,Miscellaneous,Switzerland,9.853953,46.49219,1250,1928 to 1946,9,Fagus sylvatica; Larix decidua; Larix kaempferi; Picea abies; Picea omorika; Pinus cembra; Pinus mugo; Pinus sylvestris; Pseudotsuga menziesii; Thuja plicata,even-aged and uneven-aged (126 to > 200 years old),NA,dbh; tree coordinates; height; crown height; crown radius; dominance/social status; diameter at 7 m,"<a href='https://www.wsl.ch/en/about-wsl/instrumented-field-sites-and-laboratories/experimental-sites-in-forests/growth-and-yield.html' target='_blank'>Swiss Federal Institute for Forest, Snow and Landscape Research WSL</a>",https://www.wsl.ch/en/about-wsl/instrumented-field-sites-and-laboratories/experimental-sites-in-forests/growth-and-yield.html,David Forrester,david.forrester@wsl.ch,"Forrester, D.I., Nitzsche, J., Schmid, H., 2018. The Experimental Forest Management project: An overview and methodology of the long?term growth and yield plot network. Swiss Federal Institute of Forest, Snow and Landscape Research WSL. 73 p."
Long-term growth dynamics of mountain forests,Miscellaneous,Switzerland,10.164044,46.66177,1250,1929 to 1946,9,Fagus sylvatica; Larix decidua; Larix kaempferi; Picea abies; Picea omorika; Pinus cembra; Pinus mugo; Pinus sylvestris; Pseudotsuga menziesii; Thuja plicata,even-aged and uneven-aged (126 to > 200 years old),NA,dbh; tree coordinates; height; crown height; crown radius; dominance/social status; diameter at 7 m,"<a href='https://www.wsl.ch/en/about-wsl/instrumented-field-sites-and-laboratories/experimental-sites-in-forests/growth-and-yield.html' target='_blank'>Swiss Federal Institute for Forest, Snow and Landscape Research WSL</a>",https://www.wsl.ch/en/about-wsl/instrumented-field-sites-and-laboratories/experimental-sites-in-forests/growth-and-yield.html,David Forrester,david.forrester@wsl.ch,"Forrester, D.I., Nitzsche, J., Schmid, H., 2018. The Experimental Forest Management project: An overview and methodology of the long?term growth and yield plot network. Swiss Federal Institute of Forest, Snow and Landscape Research WSL. 73 p."
Long-term growth dynamics of mountain forests,Miscellaneous,Switzerland,10.207521,46.66063,1250,1930 to 1946,9,Fagus sylvatica; Larix decidua; Larix kaempferi; Picea abies; Picea omorika; Pinus cembra; Pinus mugo; Pinus sylvestris; Pseudotsuga menziesii; Thuja plicata,even-aged and uneven-aged (126 to > 200 years old),NA,dbh; tree coordinates; height; crown height; crown radius; dominance/social status; diameter at 7 m,"<a href='https://www.wsl.ch/en/about-wsl/instrumented-field-sites-and-laboratories/experimental-sites-in-forests/growth-and-yield.html' target='_blank'>Swiss Federal Institute for Forest, Snow and Landscape Research WSL</a>",https://www.wsl.ch/en/about-wsl/instrumented-field-sites-and-laboratories/experimental-sites-in-forests/growth-and-yield.html,David Forrester,david.forrester@wsl.ch,"Forrester, D.I., Nitzsche, J., Schmid, H., 2018. The Experimental Forest Management project: An overview and methodology of the long?term growth and yield plot network. Swiss Federal Institute of Forest, Snow and Landscape Research WSL. 73 p."
Long-term growth dynamics of mountain forests,Miscellaneous,Switzerland,10.208957,46.6606,1250,1931 to 1946,9,Fagus sylvatica; Larix decidua; Larix kaempferi; Picea abies; Picea omorika; Pinus cembra; Pinus mugo; Pinus sylvestris; Pseudotsuga menziesii; Thuja plicata,even-aged and uneven-aged (126 to > 200 years old),NA,dbh; tree coordinates; height; crown height; crown radius; dominance/social status; diameter at 7 m,"<a href='https://www.wsl.ch/en/about-wsl/instrumented-field-sites-and-laboratories/experimental-sites-in-forests/growth-and-yield.html' target='_blank'>Swiss Federal Institute for Forest, Snow and Landscape Research WSL</a>",https://www.wsl.ch/en/about-wsl/instrumented-field-sites-and-laboratories/experimental-sites-in-forests/growth-and-yield.html,David Forrester,david.forrester@wsl.ch,"Forrester, D.I., Nitzsche, J., Schmid, H., 2018. The Experimental Forest Management project: An overview and methodology of the long?term growth and yield plot network. Swiss Federal Institute of Forest, Snow and Landscape Research WSL. 73 p."
Long-term growth dynamics of mountain forests,Miscellaneous,Switzerland,10.23565,46.66102,1250,1932 to 1946,9,Fagus sylvatica; Larix decidua; Larix kaempferi; Picea abies; Picea omorika; Pinus cembra; Pinus mugo; Pinus sylvestris; Pseudotsuga menziesii; Thuja plicata,even-aged and uneven-aged (126 to > 200 years old),NA,dbh; tree coordinates; height; crown height; crown radius; dominance/social status; diameter at 7 m,"<a href='https://www.wsl.ch/en/about-wsl/instrumented-field-sites-and-laboratories/experimental-sites-in-forests/growth-and-yield.html' target='_blank'>Swiss Federal Institute for Forest, Snow and Landscape Research WSL</a>",https://www.wsl.ch/en/about-wsl/instrumented-field-sites-and-laboratories/experimental-sites-in-forests/growth-and-yield.html,David Forrester,david.forrester@wsl.ch,"Forrester, D.I., Nitzsche, J., Schmid, H., 2018. The Experimental Forest Management project: An overview and methodology of the long?term growth and yield plot network. Swiss Federal Institute of Forest, Snow and Landscape Research WSL. 73 p."
